iter	Logloss
118	0.4006561756
119	0.3996327877
120	0.3982880592
121	0.3971779108
122	0.3959461689
123	0.3943370104
124	0.3932726383
125	0.3923560619
126	0.3913235188
127	0.3899767876
128	0.3886592627
129	0.3877309322
130	0.3868862867
131	0.385433197
132	0.3840845108
133	0.3830927849
134	0.3812979937
135	0.3803146601
136	0.3789781809
137	0.3773507357
138	0.3761525393
139	0.3750236034
140	0.3741415024
141	0.3725811958
142	0.3713788033
143	0.3702435017
144	0.369207406
145	0.368413949
146	0.3676343679
147	0.3667633057
148	0.3656174183
149	0.3646249056
150	0.3633768082
151	0.3622316122
152	0.3612157345
153	0.3599798679
154	0.359030056
155	0.3580535412
156	0.3567505836
157	0.3552371979
158	0.3541649103
159	0.3534951925
160	0.3524374008
161	0.3511412621
162	0.3501914024
163	0.3492613316
164	0.3480184555
165	0.346655941
166	0.345477581
167	0.3442545891
168	0.3429778337
169	0.342043829
170	0.341024971
171	0.340277338
172	0.3392756939
173	0.338264513
174	0.3372663498
175	0.3366804123
176	0.3357998848
177	0.3345207691
178	0.3332648516
179	0.3323419809
180	0.3313935757
181	0.3306589365
182	0.3298127651
183	0.3289969206
184	0.3282031059
185	0.3275360823
186	0.3267500877
187	0.32603302
188	0.3255558968
189	0.3247282982
190	0.323381114
191	0.3224561453
192	0.3216351032
193	0.3209624529
194	0.3201821804
195	0.3194693327
196	0.3186931133
197	0.3176420689
198	0.317140007
199	0.3163496733
200	0.3156499863
201	0.3149953365
202	0.3140555859
203	0.3128858805
204	0.3121860504
205	0.3116270781
206	0.3109537363
207	0.3104104996
208	0.3098867893
209	0.308992672
210	0.3079628706
211	0.3069676399
212	0.3062735081
213	0.3055776596
214	0.3048282623
215	0.3039669514
216	0.3029716253
217	0.3024205446
218	0.3018996716
219	0.3012848854
220	0.3005316734
221	0.2998358727
222	0.2993803978
223	0.2984326363
224	0.2978624821
225	0.2972970963
226	0.29645257
227	0.2955546141
228	0.2945885658
229	0.2939611197
230	0.2933933735
231	0.2929163456
232	0.2923657894
233	0.2916772604
234	0.290968132
235	0.2904185295
236	0.2899464607
237	0.2894187689
238	0.2891290665
239	0.2886697531
240	0.2883867741
241	0.2877431393
242	0.2872116327
243	0.2867702007
244	0.2859357595
245	0.2854552984
246	0.2848031282
247	0.2838097095
248	0.2832847595
249	0.2827223778
250	0.2823122025
251	0.2817905903
252	0.2809532642
253	0.280518198
254	0.2801926613
255	0.2797308445
256	0.2791879416
257	0.2789074421
258	0.2783652782
259	0.2777511835
260	0.2771985054
261	0.2766705036
262	0.2762043953
263	0.2757531404
264	0.2750840664
265	0.2747173309
266	0.2739621639
267	0.2733995438
268	0.2729598999
269	0.272543788
270	0.2721173286
271	0.2716027021
272	0.2711407661
273	0.2707310915
274	0.2698145866
275	0.2692864418
276	0.2687518597
277	0.2681912661
278	0.2675616264
279	0.2671203852
280	0.2667028427
281	0.2661185503
282	0.2653382778
283	0.2650236845
284	0.2644720793
285	0.2640723944
286	0.2637480736
287	0.2632875443
288	0.26268363
289	0.2621478796
290	0.261747098
291	0.2610295057
292	0.2605983257
293	0.2600293636
294	0.2592544556
295	0.2586371899
296	0.2579530954
297	0.2577617168
298	0.2573590755
299	0.256885767
300	0.2565213442
301	0.256046629
302	0.2556793928
303	0.2551635981
304	0.2546243906
305	0.2543436289
306	0.2538938522
307	0.2535591125
308	0.2531601906
309	0.252868557
310	0.2524198532
311	0.2516769886
312	0.2511333466
313	0.2504951477
314	0.2500605822
315	0.2494799614
316	0.249132061
317	0.2482771873
318	0.2479839325
319	0.2474183559
320	0.246916914
321	0.2465925694
322	0.2461796522
323	0.2458285093
324	0.2452834129
325	0.2449973106
326	0.2445859194
327	0.2439077377
328	0.2434582949
329	0.2428180695
330	0.2423597813
331	0.2419855118
332	0.2414582729
333	0.2411469936
334	0.2404814243
335	0.2400348663
336	0.2396420002
337	0.2390441418
338	0.2385361195
339	0.2380686522
340	0.2377020359
341	0.2372302055
342	0.2364709854
343	0.2360928774
344	0.2355306625
345	0.2347893476
346	0.2343101501
347	0.233715868
348	0.2334591389
349	0.2327632189
350	0.2322708845
351	0.2320427418
352	0.2316554546
353	0.2313199282
354	0.2308889389
355	0.2305033922
356	0.2302059174
357	0.2299162388
358	0.2295472622
359	0.2291867733
360	0.2290075302
361	0.2285261631
362	0.227980423
363	0.2277321815
364	0.2274700642
365	0.2270799398
366	0.2268045664
367	0.2261883974
368	0.2259630919
369	0.225601244
370	0.2252601624
371	0.2248092651
372	0.2245265961
373	0.2241630077
374	0.2237502813
375	0.2231384277
376	0.2229097366
377	0.2223412752
378	0.221978569
379	0.2214812279
380	0.2211930275
381	0.2208138227
382	0.2206540108
383	0.2203341961
384	0.2199970007
385	0.2197478533
386	0.2194765806
387	0.2192884207
388	0.2188893795
389	0.2186309338
390	0.2183625221
391	0.2181777
392	0.2176893234
393	0.2171896935
394	0.2169132233
395	0.2165572405
396	0.2162434578
397	0.2158010006
398	0.2153164864
399	0.2150673389
400	0.2146134853
401	0.2143815994
402	0.2141798735
403	0.2140046597
404	0.2137828827
405	0.2132944822
406	0.2129247189
407	0.2124950409
408	0.212025094
409	0.2117244244
410	0.2114839792
411	0.2108561993
412	0.2105661869
413	0.2101688862
414	0.2099235058
415	0.2096591949
416	0.2092570066
417	0.2090064526
418	0.2086862564
419	0.2084420681
420	0.2081609964
421	0.2079610825
422	0.207685709
423	0.2075483322
424	0.2072033405
425	0.2069013834
426	0.2066510677
427	0.2062188625
428	0.205994606
429	0.2055195808
430	0.2051455498
431	0.204800868
432	0.2044004679
433	0.2038528919
434	0.2036728382
435	0.203463316
436	0.2031012535
437	0.2029153347
438	0.2024591446
439	0.2021466017
440	0.2017529726
441	0.2014401197
442	0.200951767
443	0.200633812
444	0.2003682613
445	0.2002237558
446	0.1996951342
447	0.1993927717
448	0.1991253614
449	0.1989021063
450	0.1986084223
451	0.1984806538
452	0.1981843591
453	0.1979200244
454	0.1976286292
455	0.1972255111
456	0.1969867229
457	0.1966233969
458	0.1963208914
459	0.1961112499
460	0.1958524466
461	0.1957250118
462	0.1952441335
463	0.1949213624
464	0.1944982052
465	0.1942848682
466	0.1940444589
467	0.1938175201
468	0.1934542656
469	0.1932165027
470	0.1930092573
471	0.1927627921
472	0.1924790144
473	0.1923036456
474	0.1917715311
475	0.1913751483
476	0.1911693454
477	0.1906902075
478	0.1902062774
479	0.1897366047
480	0.1894168854
481	0.1891870737
482	0.1889666319
483	0.1886747479
484	0.1885333538
485	0.188197124
486	0.1879245996
487	0.1878201365
488	0.1874719381
489	0.187150526
490	0.1869514585
491	0.1868158102
492	0.1864547849
493	0.1863729835
494	0.1861290932
495	0.1859309793
496	0.1856717229
497	0.1855076075
498	0.1850669146
499	0.1848373294
500	0.1846547723
501	0.184417522
502	0.1840023756
503	0.1837498784
504	0.1835698128
505	0.1832930326
506	0.1830696821
507	0.182905364
508	0.1824532866
509	0.182279253
510	0.182114172
511	0.1818599939
512	0.1816389084
513	0.1815295815
514	0.1812175512
515	0.18076756
516	0.1805649996
517	0.1803755283
518	0.1801071763
519	0.1798411369
520	0.1797100067
521	0.1795325875
522	0.1792916059
523	0.1790096998
524	0.1785509109
525	0.1783500195
526	0.1781587362
527	0.177741468
528	0.1773335457
529	0.1771301389
530	0.1770238996
531	0.176911664
532	0.1766914606
533	0.1763623714
534	0.1761922836
535	0.176006484
536	0.1756886363
537	0.1754175425
538	0.1752689719
539	0.1749135494
540	0.1745254636
541	0.1742560744
542	0.1740887403
543	0.1738336563
544	0.1735373616
545	0.1733155727
546	0.1730682611
547	0.1727252603
548	0.1725824118
549	0.1723839164
550	0.1722168684
551	0.1720035195
552	0.1717123747
553	0.1712281227
554	0.1709336758
555	0.1706938028
556	0.1703055501
557	0.1701259851
558	0.1699191689
559	0.169704473
560	0.1693395972
561	0.1692118406
562	0.1690087676
563	0.168674469
564	0.1684820771
565	0.168208909
566	0.168000114
567	0.1678866386
568	0.1678037405
569	0.1675088644
570	0.1673186541
571	0.1671131015
572	0.1669072151
573	0.1667262554
574	0.1665407181
575	0.1662078619
576	0.1660500884
577	0.1659294367
578	0.1657419205
579	0.1655684114
580	0.1651567459
581	0.1649675131
582	0.1648612022
583	0.1646833181
584	0.1645476818
585	0.1643157721
586	0.164068377
587	0.1639711261
588	0.1637911797
589	0.163560915
590	0.1632906556
591	0.163017416
592	0.1628786087
593	0.1626247764
594	0.1623687863
595	0.1622356057
596	0.1620797873
597	0.1619252563
598	0.1617515564
599	0.161664927
600	0.1614186287
601	0.1611966252
602	0.1610461235
603	0.1609623671
604	0.1604571104
605	0.1600895643
606	0.1597317338
607	0.1595187187
608	0.1593069792
609	0.159165287
610	0.1589800715
611	0.1588035345
612	0.1585823774
613	0.1584938765
614	0.1583319306
615	0.1579937339
616	0.157835722
617	0.1576025724
618	0.1574947476
619	0.1571154356
620	0.1568599939
621	0.1565505028
622	0.1564042211
623	0.1561136723
624	0.1557168007
625	0.1555118203
626	0.1552399874
627	0.155047977
628	0.1547884226
629	0.1545531631
630	0.1543787003
631	0.1542078376
632	0.1539722085
633	0.1533779502
634	0.1528982639
635	0.1526481628
636	0.1524163723
637	0.1521877408
638	0.1518841982
639	0.1516351938
640	0.1514015913
641	0.1512642145
642	0.1509435534
643	0.1508317471
644	0.1505507708
645	0.1501942396
646	0.1499304652
647	0.1497405171
648	0.1493622422
649	0.1491744041
650	0.1489250541
651	0.1486659884
652	0.1484523058
653	0.1483044863
654	0.1481413841
655	0.1480438232
656	0.1478543162
657	0.1475800991
658	0.1474593282
659	0.1471432567
660	0.1470751286
661	0.1469192266
662	0.1467892885
663	0.1467024088
664	0.1464710355
665	0.1462840796
666	0.1460422754
667	0.1457684517
668	0.1457245111
669	0.1454747677
670	0.1451750517
671	0.1450319767
672	0.1447714448
673	0.1446183681
674	0.1443670273
675	0.1441393614
676	0.1438359737
677	0.1436942101
678	0.1435185671
679	0.1432534456
680	0.1430395961
681	0.1428301096
682	0.1426498652
683	0.142492187
684	0.1423434019
685	0.1421831608
686	0.1418695927
687	0.1417635322
688	0.1415483236
689	0.1411907911
690	0.1409884453
691	0.1407388687
692	0.140622735
693	0.1404568195
694	0.140258193
695	0.140073061
696	0.139791429
697	0.1395853043
698	0.1394124746
699	0.1391153693
700	0.1390227556
701	0.1389011145
702	0.1388373137
703	0.1386734247
704	0.1383707047
705	0.1381403923
706	0.137943697
707	0.1376993179
708	0.1374297738
709	0.1372767687
710	0.1370874405
711	0.136817503
712	0.1366277814
713	0.1362894535
714	0.1360791206
715	0.1359073162
716	0.1357649565
717	0.1356389284
718	0.1355369091
719	0.1353493571
720	0.1352043509
721	0.1350473166
722	0.1347443223
723	0.1345590949
724	0.1343914032
725	0.134271121
726	0.1341366172
727	0.1339372993
728	0.1338275433
729	0.1336554527
730	0.1335725188
731	0.1334110141
732	0.1333502054
733	0.1332257748
734	0.1330920458
735	0.1328893661
736	0.1326990008
737	0.1325276613
738	0.1323076129
739	0.132056129
740	0.1319833279
741	0.1318544865
742	0.1316841602
743	0.1315304518
744	0.1313245058
745	0.1311933279
746	0.1310532808
747	0.1308880687
748	0.1308105111
749	0.13060534
750	0.130440712
751	0.1302968979
752	0.1299014091
753	0.1296874046
754	0.1295161843
755	0.1293489456
756	0.1292330623
757	0.1290204287
758	0.1288302779
759	0.128687191
760	0.1284279466
761	0.1281398058
762	0.1280017138
763	0.1277850866
764	0.1276313066
765	0.1272814512
766	0.1271653056
767	0.1269636154
768	0.1267009258
769	0.1265624166
770	0.1263937712
771	0.1262040377
772	0.1259711385
773	0.125865674
774	0.1256389618
775	0.1253765106
776	0.1251486778
777	0.1249731302
778	0.1247580051
779	0.1246104956
780	0.1243903995
781	0.1241808176
782	0.1239403725
783	0.1237370253
784	0.1236287594
785	0.1233132482
786	0.1230593085
787	0.1229704976
788	0.1227593064
789	0.1225353241
790	0.1223854661
791	0.1221099973
792	0.1219614029
793	0.1218326569
794	0.1216282606
795	0.1213901162
796	0.1212804437
797	0.1211888313
798	0.1209777594
799	0.1208800793
800	0.1207696676
801	0.1205421805
802	0.1203312516
803	0.1201475143
804	0.1200614929
805	0.1199349403
806	0.119782877
807	0.119563818
808	0.1194111466
809	0.11927526
810	0.1191932917
811	0.1190644383
812	0.1188605428
813	0.118767333
814	0.1185778499
815	0.1185163975
816	0.1183714509
817	0.1181506395
818	0.1180914402
819	0.1179805517
820	0.1177680492
821	0.1175940752
822	0.1174387455
823	0.1173060298
824	0.1171289563
825	0.117008853
826	0.116629076
827	0.1165404081
828	0.1164558887
829	0.1163401842
830	0.11623559
831	0.1160262823
832	0.1159127235
833	0.1157124996
834	0.1155752778
835	0.1154324293
836	0.1152155519
837	0.1151510477
838	0.1150639296
839	0.1149201274
840	0.1147842407
841	0.1146036983
842	0.1144308805
843	0.1143251777
844	0.114180994
845	0.1141281843
846	0.1139968872
847	0.1138276339
848	0.1135456324
849	0.1133781433
850	0.1132522225
851	0.1131049871
852	0.1128823996
853	0.1126710415
854	0.1124192715
855	0.1122566462
856	0.1120865107
857	0.1119407177
858	0.1118240952
859	0.1116976619
860	0.1115838885
861	0.1114141703
862	0.1112720728
863	0.1111588836
864	0.1109776378
865	0.1109290123
866	0.1107307434
867	0.110549593
868	0.1103669405
869	0.1102103591
870	0.110131073
871	0.1100927353
872	0.1099695921
873	0.1097889185
874	0.1097575068
875	0.1096550941
876	0.1095455766
877	0.1093684912
878	0.1091215134
879	0.1090162277
880	0.1089131832
881	0.1087837696
882	0.1086322546
883	0.1085209846
884	0.1084326982
885	0.1082880735
886	0.1081188798
887	0.1079355717
888	0.107792604
889	0.1075976014
890	0.1074633241
891	0.1073097825
892	0.1071813345
893	0.1070672274
894	0.1068943024
895	0.1067825794
896	0.1066776752
897	0.1064704299
898	0.1062374353
899	0.1060747862
900	0.1059132457
901	0.1057546735
902	0.1056593895
903	0.1055017591
904	0.1054051399
905	0.105259943
906	0.1051830292
907	0.1049345613
908	0.1048475504
909	0.104700458
910	0.1046514273
911	0.10446738
912	0.1043380022
913	0.1042415738
914	0.1041282177
915	0.1039609551
916	0.1037926555
917	0.1036656618
918	0.1035425305
919	0.1034152508
920	0.1032241106
921	0.1030845046
922	0.1029988766
923	0.1029195905
924	0.1028308868
925	0.1026779532
926	0.1025364041
927	0.1024327397
928	0.1023985386
929	0.1023100138
930	0.1021276951
931	0.1019900441
932	0.1018968344
933	0.1017557144
934	0.1017070532
935	0.1014891267
936	0.1013915062
937	0.1012765288
938	0.1010921359
939	0.1009989619
940	0.1008646846
941	0.1007150888
942	0.1006118298
943	0.1005055308
944	0.1003114343
945	0.1001812816
946	0.1000957131
947	0.1000006437
948	0.09974898696
949	0.09960746169
950	0.09951709509
951	0.09946224689
952	0.09928477407
953	0.09905847907
954	0.09889981151
955	0.09879607558
956	0.09868100882
957	0.09848840237
958	0.09843036532
959	0.0982536912
960	0.09811466336
961	0.09785321951
962	0.09771404266
963	0.09757922888
964	0.09731036425
965	0.09717590213
966	0.09708296657
967	0.09690924883
968	0.09683482647
969	0.09671465755
970	0.09663724899
971	0.096421206
972	0.09632180929
973	0.09623398185
974	0.0960108757
975	0.09593530297
976	0.09583929181
977	0.09570423365
978	0.09552740455
979	0.09537691474
980	0.09527172446
981	0.09517617226
982	0.09502518773
983	0.09498654008
984	0.09486284852
985	0.09466186166
986	0.09459010959
987	0.09448785186
988	0.09428594708
989	0.09423896074
990	0.09420855045
991	0.09409279823
992	0.09397571683
993	0.09387828112
994	0.09382081628
995	0.0936961174
996	0.09360541701
997	0.09351620078
998	0.09331979156
999	0.09322634935
